,SMILES,False positives,True positives,FP - TracIn_test,TP - TracIn_test,Score - TracIn_test,FP - TracIn_test_pos,TP - TracIn_test_pos,Score - TracIn_test_pos,FP - TracIn_self,TP - TracIn_self,Score - TracIn_self,FP - score,TP - score,Score - score,FP - filter,TP - filter,Score - filter
781,O=C(Nc1ccc(C(=O)O)cc1)/C(=C\c1ccc([N+](=O)[O-])cc1)NC(=O)c1ccc(Br)cc1,-0.0,1.0,0.0,0.0,-49.82005310058594,0.0,0.0,-50.375885009765625,0.0,0.0,-151.97531127929688,0.0,1.0,63.94422310756971,0.0,1.0,0.0
782,O=C(Nc1ccc(C(F)(F)F)cc1)c1cccc(-n2cnnn2)c1,-0.0,1.0,1.0,0.0,-55.69594955444336,1.0,0.0,-56.25875473022461,1.0,0.0,-667.8389282226562,0.0,0.0,28.88446215139442,0.0,1.0,0.0
783,O=C(Nc1ccc(Cc2ccncc2)cc1)c1cc([N+](=O)[O-])ccc1N1CCOCC1,-0.0,1.0,0.0,0.0,-48.535377502441406,0.0,0.0,-49.07939529418945,0.0,1.0,-151.62765502929688,0.0,1.0,62.74900398406375,1.0,-0.0,1.0
784,O=C(Nc1ccc(Cc2ccncc2)cc1)c1ccc(Cl)c([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-53.56572341918945,0.0,0.0,-54.148162841796875,0.0,0.0,-162.24249267578125,0.0,0.0,11.35458167330678,0.0,1.0,0.0
785,O=C(Nc1ccc(Cc2ccncc2)cc1)c1cccc([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-53.26980972290039,0.0,0.0,-53.85023498535156,0.0,0.0,-153.00746154785156,0.0,0.0,32.86852589641434,0.0,1.0,0.0
786,O=C(Nc1ccc(Cl)cc1)C(Cl)C(=O)c1ccccc1,-0.0,1.0,1.0,0.0,-55.835914611816406,1.0,0.0,-56.412803649902344,1.0,0.0,-583.2578735351562,0.0,0.0,53.78486055776892,0.0,1.0,0.0
787,O=C(Nc1ccc(Cl)cc1)c1csc(-c2ccccc2)n1,-0.0,1.0,1.0,0.0,-55.86545944213867,1.0,0.0,-56.437103271484375,1.0,0.0,-567.0084838867188,0.0,0.0,22.509960159362542,0.0,1.0,0.0
788,O=C(Nc1ccc(F)cc1)c1nc(S(=O)(=O)Cc2ccccc2)ncc1Cl,-0.0,1.0,0.0,0.0,-54.505531311035156,0.0,0.0,-55.091243743896484,0.0,0.0,-287.40081787109375,0.0,0.0,13.745019920318722,0.0,1.0,0.0
789,O=C(Nc1ccc(Nc2ccccc2)cc1)c1cc([N+](=O)[O-])ccc1Cl,-0.0,1.0,0.0,0.0,-51.04985809326172,0.0,0.0,-51.615699768066406,0.0,1.0,-150.42318725585938,0.0,0.0,18.725099601593623,0.0,1.0,0.0
790,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1cccc([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-54.14455032348633,0.0,0.0,-54.729248046875,0.0,0.0,-163.2625732421875,0.0,0.0,46.61354581673308,0.0,1.0,0.0
791,O=C(Nc1cccc(C(=O)O)c1)/C(=C/c1cccc([N+](=O)[O-])c1)NC(=O)c1cccc(Br)c1,-0.0,1.0,0.0,0.0,-49.1785888671875,0.0,0.0,-49.72897720336914,0.0,0.0,-152.90594482421875,0.0,0.0,24.701195219123505,0.0,1.0,0.0
792,O=C(Nc1cccc(C(=O)O)c1)/C(=C\c1cccc([N+](=O)[O-])c1)NC(=O)c1ccc(Br)cc1,-0.0,1.0,0.0,0.0,-49.306514739990234,0.0,0.0,-49.8580436706543,0.0,0.0,-152.819091796875,0.0,0.0,38.24701195219124,0.0,1.0,0.0
793,O=C(Nc1cccc(Cl)c1)c1cc([N+](=O)[O-])ccc1N1CCN(CCO)CC1,-0.0,1.0,0.0,0.0,-55.33945083618164,0.0,0.0,-55.91149139404297,0.0,0.0,-301.64990234375,0.0,0.0,36.055776892430266,1.0,-0.0,1.0
794,O=C(Nc1cccc([N+](=O)[O-])c1)N1CCc2ccccc2C1,-0.0,1.0,0.0,0.0,-53.81021499633789,0.0,0.0,-54.3912353515625,0.0,0.0,-155.734619140625,0.0,0.0,4.9800796812749,0.0,1.0,0.0
795,O=C(Nc1cccc([N+](=O)[O-])c1)NC1CCCCCCC1,-0.0,1.0,0.0,0.0,-53.48030090332031,0.0,0.0,-54.06098937988281,0.0,0.0,-152.83346557617188,0.0,0.0,6.772908366533861,0.0,1.0,0.0
796,O=C(Nc1ccccc1)c1nnsc1S(=O)(=O)c1ccc(Cl)cc1,-0.0,1.0,1.0,0.0,-55.528995513916016,1.0,0.0,-56.11125564575195,1.0,0.0,-453.4203796386719,0.0,0.0,39.24302788844622,0.0,1.0,0.0
797,O=C(Nc1ccccc1C(=O)Nc1nnc(C(F)(F)F)s1)c1ccccc1,1.0,0.0,1.0,0.0,-55.724613189697266,1.0,0.0,-56.30281066894531,0.0,0.0,-441.19970703125,0.0,0.0,6.3745019920318775,0.0,1.0,0.0
798,O=C(Nc1ccccc1Cl)/C(Cl)=C(\Cl)S(=O)c1ccccc1,-0.0,1.0,0.0,0.0,-55.16816711425781,0.0,0.0,-55.75331497192383,0.0,0.0,-342.13818359375,0.0,0.0,47.211155378486055,0.0,1.0,0.0
799,O=C(Nc1ccccc1[N+](=O)[O-])OCC=Cc1ccccc1,-0.0,1.0,0.0,0.0,-55.066978454589844,0.0,0.0,-55.64991760253906,0.0,0.0,-215.08587646484375,0.0,0.0,10.557768924302785,0.0,1.0,0.0
800,O=C(Nc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)cs1)c1ccco1,-0.0,1.0,1.0,0.0,-55.73313522338867,1.0,0.0,-56.30121612548828,1.0,0.0,-716.8580322265625,0.0,0.0,38.84462151394422,0.0,1.0,0.0
801,O=C(Nc1ncc2c(n1)-c1ccccc1OC2)c1cccc([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-51.53627395629883,0.0,0.0,-52.104957580566406,0.0,1.0,-149.89706420898438,0.0,0.0,9.36254980079682,0.0,1.0,0.0
802,O=C(Nc1nnc(-c2ccc(F)cc2)o1)c1cccc([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-53.94759750366211,0.0,0.0,-54.53072738647461,0.0,0.0,-159.02462768554688,0.0,0.0,12.549800796812743,0.0,1.0,0.0
803,O=C(Nc1nnc(SCc2ccccc2Cl)s1)c1cccc([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-50.94417953491211,0.0,0.0,-51.50950622558594,0.0,1.0,-151.6862030029297,0.0,0.0,17.13147410358566,0.0,1.0,0.0
804,O=C(Nn1c(-c2ccc(Br)cc2)nc2ccccc2c1=O)c1ccc([N+](=O)[O-])cc1,-0.0,1.0,0.0,0.0,-48.666751861572266,0.0,0.0,-49.21257019042969,0.0,0.0,-152.7626953125,0.0,0.0,30.6772908366534,0.0,1.0,0.0
805,O=C(Nn1c(C2CCCCC2)nc2ccccc2c1=O)c1ccc(Cl)c([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-49.67816925048828,0.0,0.0,-50.23268127441406,0.0,0.0,-152.5343017578125,0.0,0.0,14.541832669322702,0.0,1.0,0.0
806,O=C(Nn1c(C2CCCCC2)nc2ccccc2c1=O)c1ccc([N+](=O)[O-])cc1Cl,-0.0,1.0,0.0,0.0,-47.393455505371094,0.0,0.0,-47.927825927734375,0.0,0.0,-155.43357849121094,0.0,0.0,22.90836653386454,0.0,1.0,0.0
807,O=C(O)/C(=C/c1ccc(Cl)c([N+](=O)[O-])c1)c1ccc(S(=O)(=O)N2CCCCC2)s1,-0.0,1.0,0.0,0.0,-51.33592224121094,0.0,0.0,-51.90395736694336,0.0,0.0,-152.82638549804688,0.0,0.0,11.553784860557762,0.0,1.0,0.0
808,O=C(O)CC(NC(=O)C(c1ccccc1)c1ccccc1)c1cccc([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-50.658329010009766,0.0,0.0,-51.220985412597656,0.0,1.0,-151.1151123046875,1.0,0.0,3.5856573705179224,0.0,1.0,0.0
809,O=C(O)CC(NC(=O)CC(c1ccccc1)c1ccccc1)c1cccc([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-50.456024169921875,0.0,0.0,-51.01708221435547,0.0,1.0,-151.33277893066406,0.0,0.0,12.749003984063744,0.0,1.0,0.0
810,O=C(O)CC(NC(=O)CCC1CCCCC1)c1cc([N+](=O)[O-])ccc1Cl,-0.0,1.0,0.0,0.0,-51.579898834228516,0.0,0.0,-52.14970779418945,0.0,1.0,-151.17115783691406,0.0,0.0,20.517928286852584,0.0,1.0,0.0
811,O=C(O)CCCNc1c(C(=O)Nc2ccc(Cl)cc2)cc([N+](=O)[O-])cc1[N+](=O)[O-],-0.0,1.0,0.0,0.0,-50.92847442626953,0.0,0.0,-51.493595123291016,0.0,0.0,-153.04905700683594,0.0,0.0,47.80876494023904,0.0,1.0,0.0
812,O=C(O)CCN(CC(=O)c1ccc(Cl)cc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,-0.0,1.0,0.0,0.0,-52.604488372802734,0.0,0.0,-53.18185043334961,0.0,0.0,-154.95254516601562,0.0,0.0,49.003984063745,0.0,1.0,0.0
813,O=C(O)COc1ccccc1C(Nc1ccccn1)c1cc(Cl)c2cccnc2c1O,-0.0,1.0,0.0,0.0,-55.28788757324219,0.0,0.0,-55.86659622192383,0.0,0.0,-372.1601867675781,0.0,0.0,7.569721115537842,1.0,-0.0,1.0
814,O=C(O)COc1ccccc1C=NNc1ccc([N+](=O)[O-])cc1S(=O)(=O)Nc1ccc(Cl)cc1,-0.0,1.0,0.0,0.0,-49.51475143432617,0.0,0.0,-50.06768798828125,0.0,0.0,-151.9224853515625,1.0,0.0,0.1992031872509988,0.0,1.0,0.0
815,O=C(O)CSc1cc(C(=O)c2ccccc2O)cn2c(=O)c3c(-c4ccccc4)csc3nc12,-0.0,1.0,0.0,0.0,-54.0205192565918,0.0,0.0,-54.60340881347656,0.0,0.0,-176.9976806640625,0.0,0.0,40.6374501992032,0.0,1.0,0.0
816,O=C(O)c1cc(-c2ccc(/C=N/NC(=S)Nc3ccccc3)o2)ccc1Cl,-0.0,1.0,0.0,0.0,-54.8635368347168,0.0,0.0,-55.446163177490234,0.0,0.0,-227.17361450195312,1.0,0.0,0.3984063745019977,0.0,1.0,0.0
817,O=C(O)c1cc(NN=Nc2ccc(Br)cc2)cc([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-54.010704040527344,0.0,0.0,-54.59424591064453,0.0,0.0,-156.8642120361328,0.0,0.0,37.84860557768924,1.0,-0.0,1.0
818,O=C(O)c1ccc(Cl)c(NC(=S)NC(=O)c2cccc(COc3ccccc3)c2)c1,-0.0,1.0,0.0,0.0,-54.04782485961914,0.0,0.0,-54.6306266784668,0.0,0.0,-203.99842834472656,0.0,0.0,22.11155378486056,0.0,1.0,0.0
819,O=C(O)c1ccc(N/N=C/c2ccc(-c3cc(Cl)ccc3Cl)o2)cc1,-0.0,1.0,0.0,0.0,-55.157344818115234,0.0,0.0,-55.73936462402344,0.0,0.0,-266.5138244628906,0.0,0.0,60.95617529880477,1.0,-0.0,1.0
820,O=C(O)c1ccc(N/N=C/c2ccc(-c3ccc(Cl)cc3Cl)o2)cc1,-0.0,1.0,0.0,0.0,-55.160377502441406,0.0,0.0,-55.74240493774414,0.0,0.0,-266.1741027832031,0.0,0.0,49.60159362549801,1.0,-0.0,1.0
821,O=C(OCC(=O)N1CCN(c2ccccc2)CC1)c1cccc([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-52.452613830566406,0.0,0.0,-53.02682876586914,0.0,0.0,-151.7645263671875,0.0,0.0,7.171314741035858,0.0,1.0,0.0
822,O=C(OCC(=O)N1CCc2ccccc2C1)c1ccc(Cl)c([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-52.18117904663086,0.0,0.0,-52.75510787963867,0.0,0.0,-158.4060821533203,0.0,0.0,43.62549800796814,0.0,1.0,0.0
823,O=C(OCC(=O)N1CCc2ccccc2C1)c1cccc([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-51.72697448730469,0.0,0.0,-52.29745864868164,0.0,1.0,-151.66055297851562,0.0,0.0,10.95617529880478,0.0,1.0,0.0
824,O=C(OCc1ccc([N+](=O)[O-])cc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,-0.0,1.0,0.0,0.0,-50.67433547973633,0.0,0.0,-51.236839294433594,0.0,0.0,-152.2255859375,0.0,0.0,20.517928286852584,0.0,1.0,0.0
825,O=C(OCc1ccc([N+](=O)[O-])cc1)c1cc([N+](=O)[O-])ccc1N1CCOCC1,-0.0,1.0,0.0,0.0,-47.0603141784668,0.0,0.0,-47.591651916503906,0.0,0.0,-157.76776123046875,0.0,0.0,59.362549800796806,1.0,-0.0,1.0
826,O=C(OCc1cccc(C(F)(F)F)c1)c1cc([N+](=O)[O-])ccc1N1CCOCC1,-0.0,1.0,0.0,0.0,-49.21308898925781,0.0,0.0,-49.763641357421875,0.0,0.0,-154.5686798095703,0.0,0.0,16.73306772908366,1.0,-0.0,1.0
827,O=C(Oc1cccc(N2C(=O)C3C4c5ccccc5C(c5ccccc54)C3C2=O)c1)c1ccco1,1.0,0.0,0.0,0.0,-45.20660400390625,0.0,0.0,-45.719505310058594,0.0,0.0,-155.3153533935547,0.0,0.0,28.087649402390426,0.0,1.0,0.0
828,O=C(Oc1ccccc1C(=O)Nc1ccccc1)c1ccc(Br)c([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-51.880367279052734,0.0,0.0,-52.452335357666016,0.0,0.0,-153.00836181640625,0.0,0.0,56.57370517928288,0.0,1.0,0.0
829,O=C(Sc1nnc(-c2ccccc2)o1)N1c2ccccc2Sc2ccccc21,-0.0,1.0,0.0,0.0,-52.43617630004883,0.0,0.0,-53.01011276245117,0.0,1.0,-151.43270874023438,0.0,0.0,19.32270916334662,0.0,1.0,0.0
830,O=C(c1cc(COc2cccc(C(F)(F)F)c2)on1)N1C[C@@H]2CCC[C@H]1C2,-0.0,1.0,1.0,0.0,-55.4297981262207,1.0,0.0,-56.00334930419922,1.0,0.0,-542.8997802734375,0.0,0.0,12.350597609561758,0.0,1.0,0.0
831,O=C(c1cc2cc([N+](=O)[O-])ccc2oc1=O)N1CCN(C2CCCCC2)CC1,-0.0,1.0,0.0,0.0,-49.90578079223633,0.0,0.0,-50.4620246887207,0.0,1.0,-151.678955078125,0.0,0.0,22.11155378486056,0.0,1.0,0.0
832,O=C(c1cc2cc3ccc(Cl)cc3nc2o1)N1CCCCCC1,-0.0,1.0,0.0,0.0,-55.30052947998047,0.0,0.0,-55.87741470336914,0.0,0.0,-434.1900939941406,0.0,0.0,24.5019920318725,0.0,1.0,0.0
833,O=C(c1ccc(Cl)c([N+](=O)[O-])c1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,-0.0,1.0,0.0,0.0,-51.5705680847168,0.0,0.0,-52.140228271484375,0.0,0.0,-157.65382385253906,1.0,0.0,1.3944223107569775,0.0,1.0,0.0
834,O=C(c1ccc(Cl)c([N+](=O)[O-])c1)N1CCN(c2ccccc2)CC1,-0.0,1.0,0.0,0.0,-54.60007095336914,0.0,0.0,-55.182125091552734,0.0,0.0,-196.89849853515625,0.0,0.0,7.171314741035858,0.0,1.0,0.0
835,O=C(c1ccc([N+](=O)[O-])cc1)N1CCC(Cc2ccccc2)CC1,-0.0,1.0,0.0,0.0,-52.573604583740234,0.0,0.0,-53.14900207519531,0.0,1.0,-150.88035583496094,0.0,0.0,17.92828685258964,0.0,1.0,0.0
836,O=C(c1cccc(S(=O)(=O)N2CCCC2)c1)c1cccc(S(=O)(=O)N2CCCC2)c1,-0.0,1.0,0.0,0.0,-54.26594161987305,0.0,0.0,-54.847740173339844,0.0,0.0,-278.1391296386719,0.0,0.0,8.167330677290838,0.0,1.0,0.0
837,O=C1/C(=C/c2ccccc2Cl)SC(=S)N1CCCC(=O)N(CCO)c1ccccc1,-0.0,1.0,0.0,0.0,-54.1126594543457,0.0,0.0,-54.6953010559082,0.0,0.0,-251.2120361328125,0.0,0.0,12.549800796812743,1.0,-0.0,1.0
838,O=C1C(F)=CC(COC(c2ccccc2)(c2ccccc2)c2ccccc2)OC1n1cc(F)c(=O)[nH]c1=O,-0.0,1.0,0.0,0.0,-49.66032409667969,0.0,0.0,-50.21431350708008,0.0,0.0,-152.73562622070312,0.0,0.0,39.8406374501992,1.0,-0.0,1.0
839,O=C1C2ON(c3ccccc3)C(c3cccnc3)C2C(=O)N1c1ccc(Cl)c(Cl)c1,-0.0,1.0,0.0,0.0,-48.20390701293945,0.0,0.0,-48.74481964111328,0.0,0.0,-156.8695068359375,0.0,0.0,20.3187250996016,0.0,1.0,0.0
840,O=C1C=C(c2ccc(Cl)c(C(F)(F)F)c2)C[C@@H](c2ccc3c(c2)OCO3)C1,-0.0,1.0,0.0,0.0,-53.574615478515625,0.0,0.0,-54.15788269042969,0.0,0.0,-196.44882202148438,0.0,0.0,49.003984063745,0.0,1.0,0.0
841,O=C1C=CC(=O)C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-0.0,1.0,0.0,0.0,-53.469032287597656,0.0,0.0,-54.052574157714844,0.0,0.0,-189.5811767578125,0.0,0.0,20.71713147410358,0.0,1.0,0.0
842,O=C1CC(N2CCN(c3ccc(S(=O)(=O)N4CCOCC4)cc3)CC2)C(=O)N1Cc1ccccc1,-0.0,1.0,0.0,0.0,-54.17113494873047,0.0,0.0,-54.73591613769531,1.0,0.0,-602.3795166015625,0.0,0.0,11.35458167330678,0.0,1.0,0.0
843,O=C1CC(c2cccc([N+](=O)[O-])c2)c2c(ccc3ccccc23)N1,1.0,0.0,0.0,0.0,-50.3803596496582,0.0,0.0,-50.940826416015625,0.0,1.0,-150.89990234375,0.0,0.0,10.358565737051798,0.0,1.0,0.0
844,O=C1CC(c2cccc([N+](=O)[O-])c2)c2cc3c(cc2N1)CCC3,-0.0,1.0,0.0,0.0,-52.20836639404297,0.0,0.0,-52.782188415527344,0.0,1.0,-150.05487060546875,1.0,0.0,1.5936254980079625,0.0,1.0,0.0
845,O=C1N=c2ccc([N+](=O)[O-])cc2=C1c1sc(=O)[nH]c1O,-0.0,1.0,1.0,0.0,-55.41743850708008,1.0,0.0,-55.994449615478516,0.0,0.0,-269.3006286621094,0.0,0.0,12.94820717131474,0.0,1.0,0.0
846,O=C1NC(=S)S/C1=C\c1cc2ccccc2nc1N1CCCCC1,-0.0,1.0,0.0,0.0,-54.633995056152344,0.0,0.0,-55.214195251464844,0.0,0.0,-261.9794921875,0.0,0.0,37.25099601593626,1.0,-0.0,1.0
847,O=C1Nc2cc(Cl)c(Cl)cc2N(O)N1c1ccc(Cl)c(Cl)c1,-0.0,1.0,0.0,0.0,-52.92253494262695,0.0,0.0,-53.50153350830078,0.0,0.0,-162.85267639160156,0.0,0.0,22.90836653386454,0.0,1.0,0.0
848,O=C1S/C(=C\c2ccc(O)c([N+](=O)[O-])c2)C(=O)N1Cc1cccc([N+](=O)[O-])c1,-0.0,1.0,0.0,0.0,-48.94184112548828,0.0,0.0,-49.490360260009766,0.0,0.0,-155.46176147460938,0.0,0.0,56.57370517928288,0.0,1.0,0.0
849,O=C1[C@H]2[C@@H](c3ccc(F)cc3)N3C(=O)N(c4ccccc4)C(=O)[C@@]3(Cc3ccccc3)[C@H]2C(=O)N1C1CCCCC1,-0.0,1.0,0.0,1.0,-39.79093933105469,0.0,1.0,-40.24971389770508,0.0,0.0,-162.01400756835938,0.0,0.0,17.13147410358566,0.0,1.0,0.0
850,O=C1c2ccccc2C(=O)N1OS(=O)(=O)c1ccc(F)cc1,-0.0,1.0,0.0,0.0,-54.157920837402344,0.0,0.0,-54.74019241333008,0.0,0.0,-282.9038391113281,0.0,0.0,41.235059760956176,0.0,1.0,0.0
851,O=Cc1cn(Cc2cccc([N+](=O)[O-])c2)c2ccccc12,-0.0,1.0,0.0,0.0,-53.927738189697266,0.0,0.0,-54.51146697998047,0.0,0.0,-159.35733032226562,0.0,0.0,9.561752988047804,0.0,1.0,0.0
852,O=Cc1s/c(=N\S(=O)(=O)c2ccccc2)n(CCCCl)c1Cl,-0.0,1.0,0.0,0.0,-54.96662902832031,0.0,0.0,-55.553550720214844,0.0,0.0,-306.6407165527344,0.0,0.0,51.79282868525896,0.0,1.0,0.0
853,O=S(=O)(Nc1ccc(-c2csc(-c3ccccc3)n2)cc1)c1ccccc1,-0.0,1.0,0.0,0.0,-55.1635856628418,0.0,0.0,-55.747779846191406,0.0,0.0,-270.8660583496094,0.0,0.0,17.330677290836658,0.0,1.0,0.0
854,O=S(=O)(Nc1ccc2c(c1)OCCO2)c1ccc2oc3ccccc3c2c1,-0.0,1.0,0.0,0.0,-54.56153869628906,0.0,0.0,-55.14218521118164,0.0,0.0,-283.8631591796875,0.0,0.0,24.30278884462152,0.0,1.0,0.0
855,O=S(=O)(Nc1cccc(-c2ccc(N3CCCCCC3)nn2)c1)c1ccccc1F,-0.0,1.0,0.0,0.0,-54.50551986694336,0.0,0.0,-55.08757400512695,0.0,0.0,-227.62437438964844,0.0,0.0,10.95617529880478,0.0,1.0,0.0
856,O=S(=O)(Nc1cccc(-n2cnnn2)c1)c1cnc(Cl)c(Cl)c1,-0.0,1.0,0.0,0.0,-55.2474479675293,0.0,0.0,-55.82478332519531,0.0,0.0,-380.96624755859375,0.0,0.0,13.545816733067722,0.0,1.0,0.0
857,O=S(=O)(c1ccc(-c2csc(-c3cccnc3)n2)cc1)N1CCCC1,-0.0,1.0,1.0,0.0,-55.705448150634766,1.0,0.0,-56.276153564453125,1.0,0.0,-597.407958984375,0.0,1.0,61.95219123505975,0.0,1.0,0.0
858,O=S(=O)(c1ccc(-c2csc(-c3cccnc3)n2)cc1)N1CCCCC1,-0.0,1.0,1.0,0.0,-55.407222747802734,1.0,0.0,-55.98447036743164,1.0,0.0,-465.37225341796875,0.0,0.0,53.18725099601593,0.0,1.0,0.0
859,O=S(=O)(c1ccc(-c2csc(-c3cccnc3)n2)cc1)N1CCOCC1,-0.0,1.0,1.0,0.0,-55.600189208984375,1.0,0.0,-56.16624450683594,1.0,0.0,-634.54638671875,0.0,0.0,57.17131474103586,0.0,1.0,0.0
860,O=S(=O)(c1ccc(-c2csc(Nc3ccc(F)cc3)n2)cc1)N1CCCC1,-0.0,1.0,1.0,0.0,-55.49358367919922,1.0,0.0,-56.07246780395508,0.0,0.0,-388.4643249511719,0.0,0.0,30.2788844621514,0.0,1.0,0.0
861,O=S(=O)(c1ccc(Cl)cc1)N1CCCC(c2nc(-c3ccc(F)cc3)no2)C1,-0.0,1.0,0.0,0.0,-53.861663818359375,0.0,0.0,-54.44272994995117,0.0,0.0,-245.27081298828125,0.0,0.0,27.88844621513944,0.0,1.0,0.0
862,O=S(=O)(c1ccccc1)c1nnn2c1nc(NC1CCN(Cc3ccccc3)CC1)c1ccccc12,-0.0,1.0,0.0,0.0,-46.75466537475586,0.0,0.0,-47.28187561035156,0.0,0.0,-152.27626037597656,0.0,1.0,64.7410358565737,0.0,1.0,0.0
863,O=S(=O)(c1ccccc1)n1ccc(-c2cnc(-c3ccccc3)s2)n1,-0.0,1.0,0.0,0.0,-55.094181060791016,0.0,0.0,-55.67863845825195,0.0,0.0,-247.34951782226562,0.0,0.0,25.69721115537848,0.0,1.0,0.0
864,O=[N+]([O-])c1c(NCCCO)cc(Sc2ccc(Cl)cc2)c2nonc12,-0.0,1.0,0.0,0.0,-54.28707504272461,0.0,0.0,-54.87192916870117,0.0,0.0,-171.0447998046875,0.0,0.0,22.709163346613543,0.0,1.0,0.0
865,O=[N+]([O-])c1c(NCCCO)cc(Sc2nc3ccccc3s2)c2nonc12,-0.0,1.0,0.0,0.0,-54.02729034423828,0.0,0.0,-54.61149597167969,0.0,0.0,-164.42678833007812,0.0,0.0,53.38645418326692,0.0,1.0,0.0
866,O=[N+]([O-])c1c(Nc2ccc(O)cc2)cc(Cl)c2nonc12,-0.0,1.0,0.0,0.0,-55.08974075317383,0.0,0.0,-55.672916412353516,0.0,0.0,-208.4412384033203,0.0,0.0,18.92430278884462,0.0,1.0,0.0
867,O=[N+]([O-])c1c(Nc2cccc(O)c2)cc(Cl)c2nonc12,-0.0,1.0,0.0,0.0,-55.13385009765625,0.0,0.0,-55.71638488769531,0.0,0.0,-212.8546600341797,0.0,0.0,55.77689243027888,0.0,1.0,0.0
868,O=[N+]([O-])c1c(Nc2ccccc2O)cc(Cl)c2nonc12,-0.0,1.0,0.0,0.0,-55.211517333984375,0.0,0.0,-55.79346466064453,0.0,0.0,-226.70018005371094,0.0,0.0,30.079681274900384,0.0,1.0,0.0
869,O=[N+]([O-])c1cc(-c2csc(NCCc3nc4cc(C(F)(F)F)ccc4n3CCCO)n2)ccc1Cl,-0.0,1.0,0.0,0.0,-51.59572982788086,0.0,0.0,-52.16596221923828,0.0,0.0,-157.04708862304688,0.0,0.0,60.95617529880477,0.0,1.0,0.0
870,O=[N+]([O-])c1cc(-c2csc(NCCc3nc4cc(Cl)c(Cl)cc4n3CCCO)n2)ccc1Cl,-0.0,1.0,0.0,0.0,-51.32765197753906,0.0,0.0,-51.89570999145508,0.0,0.0,-155.12649536132812,0.0,0.0,49.20318725099602,0.0,1.0,0.0
871,O=[N+]([O-])c1cc(CS(=O)(=O)Oc2ccc(Cl)cc2)c(O)c([N+](=O)[O-])c1,1.0,0.0,0.0,0.0,-51.0024528503418,0.0,0.0,-51.568634033203125,0.0,0.0,-153.97433471679688,0.0,0.0,14.541832669322702,0.0,1.0,0.0
872,O=[N+]([O-])c1cc(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)ccc1-n1nnc2ccccc21,-0.0,1.0,0.0,0.0,-51.30744171142578,0.0,0.0,-51.875160217285156,0.0,0.0,-156.4741668701172,0.0,0.0,31.27490039840638,0.0,1.0,0.0
873,O=[N+]([O-])c1ccc(-c2nc(Nc3cccc(O)c3)c3ccccc3n2)cc1,-0.0,1.0,0.0,0.0,-52.54367446899414,0.0,0.0,-53.11968231201172,0.0,1.0,-150.3629150390625,0.0,0.0,12.549800796812743,0.0,1.0,0.0
874,O=[N+]([O-])c1ccc(C(O)C(CO)NC(=S)Nc2ccccc2)cc1,1.0,0.0,0.0,0.0,-55.31321716308594,0.0,0.0,-55.894710540771484,0.0,0.0,-203.64439392089844,0.0,0.0,18.725099601593623,0.0,1.0,0.0
875,O=[N+]([O-])c1ccc(CN2CC(N3CCC(Cc4ccccc4)CC3)CS2(=O)=O)cc1,-0.0,1.0,0.0,0.0,-49.391902923583984,0.0,0.0,-49.943321228027344,0.0,1.0,-150.97119140625,1.0,0.0,2.7888446215139413,0.0,1.0,0.0
876,O=[N+]([O-])c1ccc(CSc2ccc(S(=O)(=O)N3CCCC3)cn2)cc1,-0.0,1.0,0.0,0.0,-52.63582992553711,0.0,0.0,-53.21281051635742,0.0,0.0,-152.9136962890625,0.0,0.0,16.93227091633466,0.0,1.0,0.0
877,O=[N+]([O-])c1ccc(CSc2ccc(S(=O)(=O)N3CCOCC3)cn2)cc1,-0.0,1.0,0.0,0.0,-51.70786666870117,0.0,0.0,-52.27767562866211,0.0,1.0,-149.99380493164062,0.0,0.0,6.175298804780879,0.0,1.0,0.0
878,O=[N+]([O-])c1ccc(Cl)c(S(=O)(=O)Nc2ccc(-c3ccc(N4CCCC4)nn3)cc2)c1,-0.0,1.0,0.0,0.0,-48.73039245605469,0.0,0.0,-49.276573181152344,0.0,0.0,-152.36480712890625,0.0,0.0,33.266932270916335,0.0,1.0,0.0
