,SMILES,Primary,Score,Confirmatory
4111,C/C(=N\Nc1ccc(C#N)cc1[N+](=O)[O-])c1ccncc1,0,4.0,
4112,C/C(=N\Nc1ccc(C(=O)O)cc1)c1ccc(-n2ccnc2)cc1,0,5.0,
4113,C/C(=N\Nc1ccc(C(=O)O)cc1)c1ccc(Br)cc1,0,4.0,
4114,C/C(=N\Nc1ccc(C(=O)O)cc1)c1ccc(Cl)s1,0,3.0,
4115,C/C(=N\Nc1ccc(C(=O)O)cc1)c1cccc(Br)c1,0,3.0,
4116,C/C(=N\Nc1ccc(C(=O)O)cc1)c1ccccc1Br,0,0.0,
4117,C/C(=N\Nc1ccc(C(=O)O)cc1)c1nc2ccccc2n1C,0,0.0,
4118,C/C(=N\Nc1ccc(C(F)(F)F)cc1[N+](=O)[O-])C(C)C,0,3.0,
4119,C/C(=N\Nc1ccc(C(F)(F)F)cc1[N+](=O)[O-])C1CC1,0,6.0,
4120,C/C(=N\Nc1ccc(C(F)(F)F)cc1[N+](=O)[O-])c1ccccn1,0,3.0,
4121,C/C(=N\Nc1ccc(C(F)(F)F)cn1)c1ccc(C)o1,0,4.0,
4122,C/C(=N\Nc1ccc(C(F)(F)F)cn1)c1ccc(O)cc1,0,0.0,
4123,C/C(=N\Nc1ccc(C(F)(F)F)cn1)c1ccc(S(=O)(=O)NCc2ccco2)cc1,0,1.0,
4124,C/C(=N\Nc1ccc(C(F)(F)F)cn1)c1ccc2ccccc2c1O,0,2.0,
4125,C/C(=N\Nc1ccc(C(F)(F)F)cn1)c1ccccn1,1,45.0,
4126,C/C(=N\Nc1ccc(C(F)(F)F)cn1)c1ccncc1,0,0.0,
4127,C/C(=N\Nc1ccc(C)cc1)c1ccc(-n2ccnc2)cc1,0,6.0,
4128,C/C(=N\Nc1ccc(C)cc1)c1ccccc1O,0,0.0,
4129,C/C(=N\Nc1ccc(Cl)c(C(=O)O)c1)c1ccc(-n2ccnc2)cc1,0,13.0,
4130,C/C(=N\Nc1ccc(Cl)c(C(=O)O)c1)c1ccc(N2CCOCC2)cc1,0,5.0,
4131,C/C(=N\Nc1ccc(Cl)c(C(=O)O)c1)c1ccc([N+](=O)[O-])cc1,0,0.0,
4132,C/C(=N\Nc1ccc(Cl)c(C(=O)O)c1)c1ccc2c(c1)OCO2,0,13.0,
4133,C/C(=N\Nc1ccc(Cl)c(C(=O)O)c1)c1ccc[nH]1,0,10.0,
4134,C/C(=N\Nc1ccc(Cl)c(C(=O)O)c1)c1cccc([N+](=O)[O-])c1,0,0.0,
4135,C/C(=N\Nc1ccc(Cl)c(C(=O)O)c1)c1ccccc1,0,0.0,
4136,C/C(=N\Nc1ccc(Cl)c(C(=O)O)c1)c1ccccc1F,0,14.0,
4137,C/C(=N\Nc1ccc(Cl)c(C(=O)O)c1)c1ccccn1,0,4.0,
4138,C/C(=N\Nc1ccc(Cl)c(C(=O)O)c1)c1ccco1,0,0.0,
4139,C/C(=N\Nc1ccc(Cl)c(C(=O)O)c1)c1cccs1,0,4.0,
4140,C/C(=N\Nc1ccc(Cl)cc1)c1ccc(-n2ccnc2)cc1,0,0.0,
4141,C/C(=N\Nc1ccc(Cl)cc1)c1ccccc1O,0,14.0,
4142,C/C(=N\Nc1ccc(Cl)nn1)c1ccc2c(c1)OCO2,0,12.0,
4143,C/C(=N\Nc1ccc(Cl)nn1)c1ccccc1O,1,48.0,
4144,C/C(=N\Nc1ccc(F)cc1)c1ccc(N2CCN(C)CC2)c(F)c1,0,0.0,
4145,C/C(=N\Nc1ccc(F)cc1)c1ccc(N2CCN(CCC#N)CC2)c(F)c1,0,0.0,
4146,C/C(=N\Nc1ccc(F)cc1)c1ccc(N2CCOCC2)c(F)c1,0,0.0,
4147,C/C(=N\Nc1ccc(F)cc1)c1ccncc1,0,0.0,
4148,C/C(=N\Nc1ccc(F)cc1F)c1ccc(N2CCOCC2)cc1,0,10.0,
4149,C/C(=N\Nc1ccc(F)cc1F)c1ccc(O)cc1,0,14.0,
4150,C/C(=N\Nc1ccc(F)cc1F)c1ccccc1,0,0.0,
4151,C/C(=N\Nc1ccc(F)cc1F)c1ccccc1O,0,0.0,
4152,C/C(=N\Nc1ccc(S(=O)(=O)N2CCCC2)cc1[N+](=O)[O-])c1ccc(Cl)s1,0,0.0,
4153,C/C(=N\Nc1ccc(S(=O)(=O)N2CCCC2)cc1[N+](=O)[O-])c1ccco1,0,7.0,
4154,C/C(=N\Nc1ccc(S(=O)(=O)N2CCCC2)cc1[N+](=O)[O-])c1cccs1,0,0.0,
4155,C/C(=N\Nc1ccc(S(=O)(=O)N2CCOCC2)cc1[N+](=O)[O-])c1cc2ccccc2o1,0,4.0,
4156,C/C(=N\Nc1ccc(S(=O)(=O)N2CCOCC2)cc1[N+](=O)[O-])c1ccc(C#N)cc1,0,0.0,
4157,C/C(=N\Nc1ccc(S(=O)(=O)N2CCOCC2)cc1[N+](=O)[O-])c1ccc(C)cc1,0,0.0,
4158,C/C(=N\Nc1ccc(S(=O)(=O)N2CCOCC2)cc1[N+](=O)[O-])c1ccc(Cl)cc1,0,11.0,
4159,C/C(=N\Nc1ccc(S(=O)(=O)N2CCOCC2)cc1[N+](=O)[O-])c1ccc(Cl)s1,0,0.0,
4160,C/C(=N\Nc1ccc(S(=O)(=O)N2CCOCC2)cc1[N+](=O)[O-])c1ccc(O)cc1,0,2.0,
4161,C/C(=N\Nc1ccc(S(=O)(=O)N2CCOCC2)cc1[N+](=O)[O-])c1cccs1,0,0.0,
4162,C/C(=N\Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1[N+](=O)[O-])c1ccco1,0,20.0,
4163,C/C(=N\Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-])c1ccc(C#N)cc1,0,0.0,
4164,C/C(=N\Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-])c1ccc(O)cc1,0,2.0,
4165,C/C(=N\Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-])c1ccc(O)cc1O,0,5.0,
4166,C/C(=N\Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-])c1ccccn1,0,11.0,
4167,C/C(=N\Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-])c1cccnc1,0,10.0,
4168,C/C(=N\Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1[N+](=O)[O-])c1ccco1,0,0.0,
4169,C/C(=N\Nc1ccc(S(=O)(=O)O)cc1)c1ccc(O)cc1,0,11.0,
4170,C/C(=N\Nc1ccc(S(=O)(=O)O)cc1)c1ccc([N+](=O)[O-])o1,1,47.0,0.0
4171,C/C(=N\Nc1ccc(S(=O)(=O)O)cc1)c1cccc(Br)c1,1,44.0,0.0
4172,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1cc(Cl)ccc1Cl,0,0.0,
4173,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1cc2ccccc2o1,0,16.0,
4174,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc(-c2ccccc2)cc1,0,1.0,
4175,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc(Br)cc1,0,1.0,
4176,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc(Br)s1,0,0.0,
4177,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc(C#N)cc1,0,9.0,
4178,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc(C(C)(C)C)cc1,0,6.0,
4179,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc(C)cc1,0,0.0,
4180,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc(C)o1,0,4.0,
4181,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc(Cl)c(Cl)c1,0,1.0,
4182,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc(Cl)cc1,0,12.0,
4183,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc(Cl)cc1Cl,0,0.0,
4184,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc(N)cc1,0,4.0,
4185,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc(O)cc1,0,16.0,
4186,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc(O)cc1O,0,0.0,
4187,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc2c(c1)OCCO2,0,13.0,
4188,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc2c(c1)OCO2,0,5.0,
4189,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc2ccccc2c1,0,0.0,
4190,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccc2ccccc2c1O,0,13.0,
4191,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1cccc(Br)c1,0,2.0,
4192,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1cccc(Cl)c1,0,0.0,
4193,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccccc1,0,9.0,
4194,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccccc1Br,0,9.0,
4195,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccccc1Cl,0,5.0,
4196,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccccc1F,0,12.0,
4197,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccccc1O,0,6.0,
4198,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1cccnc1,0,2.0,
4199,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1ccco1,0,21.0,
4200,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1cccs1,0,1.0,
4201,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1cc2cc([N+](=O)[O-])ccc2oc1=O,0,3.0,
4202,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1cc2ccccc2oc1=O,0,4.0,
4203,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc(-n2nncc2C)cc1,0,0.0,
4204,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc(Br)s1,0,0.0,
4205,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc(C#N)cc1,0,0.0,
4206,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc(Cl)cc1,0,4.0,
4207,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc(F)cc1,0,13.0,
4208,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc(N)cc1,0,12.0,
4209,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc(N2CCOCC2)cc1,0,0.0,
4210,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc(O)cc1,0,4.0,
4211,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc(OCCO)cc1,0,2.0,
4212,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,0,4.0,
4213,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc2ccccc2c1O,0,0.0,
4214,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1cccc(N)c1,0,0.0,
4215,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccccc1C(=O)O,0,0.0,
4216,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccccc1Cl,0,6.0,
4217,C/C(=N\Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CCOCC1)c1cccc([N+](=O)[O-])c1,0,0.0,
4218,C/C(=N\Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CCOCC1)c1ccco1,0,7.0,
4219,C/C(=N\Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)N1CCOCC1)c1cccs1,0,0.0,
4220,C/C(=N\Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)Nc1ccc(Cl)cc1)c1ccccn1,0,1.0,
4221,C/C(=N\Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)Nc1ccc(Cl)cc1)c1ccco1,0,9.0,
4222,C/C(=N\Nc1ccc([N+](=O)[O-])cc1S(=O)(=O)Nc1ccccc1Cl)c1ccco1,0,0.0,
4223,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(C)(C)C,0,8.0,
4224,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(C)(C)C(C(=O)O)C(=O)O,0,0.0,
4225,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(C)C(C)C,0,28.0,
4226,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C1(O)CCCCC1,0,13.0,
4227,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C1CCCCC1,0,0.0,
4228,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1cc2cc(Br)ccc2oc1=O,0,0.0,
4229,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1cc2cc(Cl)ccc2oc1=O,0,15.0,
4230,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1cc2cc([N+](=O)[O-])ccc2oc1=O,0,10.0,
4231,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(C)cc1,0,6.0,
4232,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(Cl)s1,0,4.0,
4233,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(F)cc1,0,11.0,
4234,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(N)cc1,0,10.0,
4235,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(O)cc1,0,4.0,
4236,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1,0,7.0,
4237,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1cccc([N+](=O)[O-])c1,0,0.0,
4238,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1,0,15.0,
4239,C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccco1,0,9.0,
4240,C/C(=N\Nc1ccc2ccccc2n1)c1ccc(N)cc1,0,0.0,
4241,C/C(=N\Nc1ccc2ccccc2n1)c1ccccc1,0,0.0,
4242,C/C(=N\Nc1ccc2ccccc2n1)c1ccccc1O,0,14.0,
4243,C/C(=N\Nc1ccc2nnc(C)n2n1)c1ccc(F)cc1,0,0.0,
4244,C/C(=N\Nc1cccc(C(=O)O)c1)c1ccc(-n2ccnc2)cc1,0,0.0,
4245,C/C(=N\Nc1cccc(C(=O)O)c1)c1ccc(Br)cc1,0,16.0,
4246,C/C(=N\Nc1cccc(C(=O)O)c1)c1ccc(Cl)s1,0,14.0,
4247,C/C(=N\Nc1cccc(C(=O)O)c1)c1ccc2ccccc2c1,0,8.0,
4248,C/C(=N\Nc1cccc(C(=O)O)c1)c1ccccc1Br,0,26.0,
4249,C/C(=N\Nc1cccc(C(F)(F)F)c1)C1CC1,0,31.0,
4250,C/C(=N\Nc1cccc(C)c1)c1ccc(-n2ccnc2)cc1,0,0.0,
4251,C/C(=N\Nc1cccc(C)c1)c1ccccc1O,0,0.0,
4252,C/C(=N\Nc1cccc(C)c1C)c1c(O)cc(C)oc1=O,0,6.0,
4253,C/C(=N\Nc1cccc(Cl)c1)c1ccc(-n2ccnc2)cc1,0,0.0,
4254,C/C(=N\Nc1cccc([N+](=O)[O-])c1)c1cc(F)ccc1O,0,6.0,
4255,C/C(=N\Nc1cccc([N+](=O)[O-])c1)c1ccc(Br)s1,0,5.0,
4256,C/C(=N\Nc1cccc([N+](=O)[O-])c1)c1ccc(C#N)cc1,0,0.0,
4257,C/C(=N\Nc1cccc([N+](=O)[O-])c1)c1ccc(C)c([N+](=O)[O-])c1,0,4.0,
4258,C/C(=N\Nc1cccc([N+](=O)[O-])c1)c1ccc(Cl)s1,0,1.0,
4259,C/C(=N\Nc1cccc([N+](=O)[O-])c1)c1ccc(O)cc1,0,0.0,
4260,C/C(=N\Nc1cccc([N+](=O)[O-])c1)c1ccc([N+](=O)[O-])o1,0,2.0,
4261,C/C(=N\Nc1cccc([N+](=O)[O-])c1)c1cccc([N+](=O)[O-])c1,0,9.0,
4262,C/C(=N\Nc1cccc([N+](=O)[O-])c1)c1ccccc1O,0,16.0,
4263,C/C(=N\Nc1cccc([N+](=O)[O-])c1)c1ccccn1,0,0.0,
4264,C/C(=N\Nc1cccc2cccnc12)c1cc([N+](=O)[O-])cs1,0,0.0,
4265,C/C(=N\Nc1cccc2cccnc12)c1ccccc1,0,6.0,
4266,C/C(=N\Nc1ccccc1)c1c(O)c2ccccc2oc1=O,0,5.0,
4267,C/C(=N\Nc1ccccc1)c1cc(=O)n(-c2ccccn2)c(C)c1C(=O)Nc1ccccn1,0,2.0,
4268,C/C(=N\Nc1ccccc1)c1cc(Cl)ccc1O,0,5.0,
4269,C/C(=N\Nc1ccccc1)c1cc2cc([N+](=O)[O-])ccc2oc1=O,0,0.0,
4270,C/C(=N\Nc1ccccc1)c1ccc(N2CCN(C)CC2)c(F)c1,0,0.0,
4271,C/C(=N\Nc1ccccc1)c1ccc([N+](=O)[O-])cc1,0,13.0,
4272,C/C(=N\Nc1ccccc1)c1cccc(N)c1,0,0.0,
4273,C/C(=N\Nc1ccccc1)c1ccccc1O,0,2.0,
4274,C/C(=N\Nc1ccccc1)c1no[n+]([O-])c1C,0,0.0,
4275,C/C(=N\Nc1ccccc1)c1nonc1C,0,0.0,
4276,C/C(=N\Nc1ccccc1C(=O)O)c1ccc(-n2ccnc2)cc1,0,30.0,
4277,C/C(=N\Nc1ccccc1C(=O)O)c1ccc(O)cc1O,0,1.0,
4278,C/C(=N\Nc1ccccc1C(=O)O)c1ccc2ccccc2c1,0,3.0,
4279,C/C(=N\Nc1ccccc1C)c1ccc(-n2ccnc2)cc1,0,9.0,
4280,C/C(=N\Nc1ccccc1C)c1ccccc1O,0,0.0,
4281,C/C(=N\Nc1ccccc1Cl)c1ccc(-n2ccnc2)cc1,0,0.0,
4282,C/C(=N\Nc1ccccc1Cl)c1ccc(O)cc1,0,12.0,
4283,C/C(=N\Nc1ccccc1Cl)c1ccccc1O,0,0.0,
4284,C/C(=N\Nc1ccccc1Cl)c1ccccn1,0,0.0,
4285,C/C(=N\Nc1ccccc1[N+](=O)[O-])C1C(=O)c2ccccc2C1=O,0,3.0,
4286,C/C(=N\Nc1ccccc1[N+](=O)[O-])C1CC1,0,16.0,
4287,C/C(=N\Nc1ccccc1[N+](=O)[O-])N1C(=O)c2ccccc2C1=O,0,2.0,
4288,C/C(=N\Nc1ccccc1[N+](=O)[O-])c1ccc(C)c([N+](=O)[O-])c1,0,2.0,
4289,C/C(=N\Nc1ccccc1[N+](=O)[O-])c1ccc(Cl)c([N+](=O)[O-])c1,0,7.0,
4290,C/C(=N\Nc1ccccc1[N+](=O)[O-])c1ccc(N2CCOCC2)cc1,0,8.0,
4291,C/C(=N\Nc1ccccc1[N+](=O)[O-])c1ccc2c(c1)OCO2,0,12.0,
4292,C/C(=N\Nc1ccccc1[N+](=O)[O-])c1ccc2ccccc2c1O,0,8.0,
4293,C/C(=N\Nc1ccccc1[N+](=O)[O-])c1ccccc1O,0,8.0,
4294,C/C(=N\Nc1ccccc1[N+](=O)[O-])c1ccco1,0,23.0,
4295,C/C(=N\Nc1ccccn1)c1cc([N+](=O)[O-])cs1,0,15.0,
4296,C/C(=N\Nc1ccccn1)c1ccc(-c2ccccc2)cc1,0,9.0,
4297,C/C(=N\Nc1ccccn1)c1ccc(-n2ccnc2)cc1,0,12.0,
4298,C/C(=N\Nc1ccccn1)c1ccc(C#N)cc1,0,11.0,
4299,C/C(=N\Nc1ccccn1)c1ccc(OC(F)F)cc1,0,9.0,
4300,C/C(=N\Nc1ccccn1)c1ccc(OCC(N)=O)cc1,0,10.0,
4301,C/C(=N\Nc1ccccn1)c1ccc(OCCOc2ccc(C#N)cc2)cc1,0,13.0,
4302,C/C(=N\Nc1ccccn1)c1ccc(OCCOc2ccc([N+](=O)[O-])cc2)cc1,0,21.0,
4303,C/C(=N\Nc1ccccn1)c1ccc(S(=O)(=O)NCc2ccco2)cc1,0,0.0,
4304,C/C(=N\Nc1ccccn1)c1ccc2c(c1)OCO2,0,9.0,
4305,C/C(=N\Nc1n[nH]c(=O)[nH]c1=O)c1ccc(-c2ccccc2)cc1,0,13.0,
4306,C/C(=N\Nc1nc(-c2ccc(F)cc2)cs1)c1nonc1C,0,0.0,
4307,C/C(=N\Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1)c1cc2ccccc2oc1=O,0,12.0,
4308,C/C(=N\Nc1nc(-c2ccccc2)cc(=O)[nH]1)c1ccc(F)cc1,0,7.0,
4309,C/C(=N\Nc1nc(-c2ccccc2)cs1)c1cccs1,0,2.0,
4310,C/C(=N\Nc1nc(C(C)(C)C)cs1)c1ccc(O)cc1,0,11.0,
4311,C/C(=N\Nc1nc(C(C)(C)C)cs1)c1ccccc1,0,0.0,
4312,C/C(=N\Nc1nc(C(C)(C)C)cs1)c1ccccc1O,0,4.0,
4313,C/C(=N\Nc1nc(C)c(C)s1)c1ccc([N+](=O)[O-])cc1,0,0.0,
4314,C/C(=N\Nc1nc(C)cc(-c2ccccc2)n1)c1ccc(F)cc1,0,0.0,
4315,C/C(=N\Nc1nc(C)cc(-c2ccccc2)n1)c1ccc(O)cc1,0,4.0,
4316,C/C(=N\Nc1nc(C)cc(-c2ccccc2)n1)c1cccc(N)c1,0,0.0,
4317,C/C(=N\Nc1nc(C)cc(-c2ccccc2)n1)c1ccccc1,0,5.0,
4318,C/C(=N\Nc1nc(C)cc(=O)[nH]1)c1ccc(Br)cc1,0,10.0,
4319,C/C(=N\Nc1nc(C)cc(=O)[nH]1)c1ccc(Br)cc1Br,0,4.0,
4320,C/C(=N\Nc1nc(C)cc(=O)[nH]1)c1ccc(F)cc1,0,7.0,
4321,C/C(=N\Nc1nc(C)cc(=O)[nH]1)c1ccc(OC(F)F)cc1,0,8.0,
4322,C/C(=N\Nc1nc(C)cc(=O)[nH]1)c1ccccc1,0,0.0,
4323,C/C(=N\Nc1nc(C)cc(C)n1)c1ccc(-c2ccccc2)cc1,0,3.0,
4324,C/C(=N\Nc1nc(C)cc(C)n1)c1ccc(-n2ccnc2)cc1,0,10.0,
4325,C/C(=N\Nc1nc(C)cc(C)n1)c1ccc(Br)cc1,0,5.0,
4326,C/C(=N\Nc1nc(C)cc(C)n1)c1ccc(C)o1,0,5.0,
4327,C/C(=N\Nc1nc(C)cc(C)n1)c1ccc(Cl)c(Cl)c1,0,0.0,
4328,C/C(=N\Nc1nc(C)cc(C)n1)c1ccc(Cl)s1,0,6.0,
4329,C/C(=N\Nc1nc(C)cc(C)n1)c1ccc(N2CCOCC2)cc1,0,11.0,
4330,C/C(=N\Nc1nc(C)cc(C)n1)c1ccc([N+](=O)[O-])cc1,0,0.0,
4331,C/C(=N\Nc1nc(C)cc(C)n1)c1ccc2c(c1)Nc1ccccc1S2,0,0.0,
4332,C/C(=N\Nc1nc(C)cc(C)n1)c1cccc(O)c1,0,7.0,
4333,C/C(=N\Nc1nc(C)cc(C)n1)c1cccc([N+](=O)[O-])c1,0,12.0,
4334,C/C(=N\Nc1nc(C)cc(C)n1)c1ccccc1,0,16.0,
4335,C/C(=N\Nc1nc(C)cc(C)n1)c1ccccc1O,0,12.0,
4336,C/C(=N\Nc1nc(C)cc(C)n1)c1ccccn1,0,5.0,
4337,C/C(=N\Nc1nc(C)cc(C)n1)c1cccnc1,0,0.0,
4338,C/C(=N\Nc1nc(C)cc(C)n1)c1ccco1,0,12.0,
4339,C/C(=N\Nc1nc(C)cc(C)n1)c1cccs1,0,8.0,
4340,C/C(=N\Nc1nc(Cl)c(C#N)c(Cl)c1Cl)c1ccc(N)cc1,0,0.0,
4341,C/C(=N\Nc1nc(Cl)c(Cl)cc1Cl)c1ccco1,0,9.0,
4342,C/C(=N\Nc1nc(N)cc(Cl)n1)c1ccc(Cl)c(Cl)c1,0,9.0,
4343,C/C(=N\Nc1nc(N)cc(Cl)n1)c1cccc([N+](=O)[O-])c1,0,8.0,
4344,C/C(=N\Nc1nc(N)ncc1[N+](=O)[O-])c1cccs1,0,14.0,
4345,C/C(=N\Nc1nc(N2CCCC2)nc(N2CCOCC2)n1)c1cccc([N+](=O)[O-])c1,0,3.0,
4346,C/C(=N\Nc1nc(N2CCCCC2)nc(N2CCCCC2)n1)c1cccc([N+](=O)[O-])c1,0,0.0,
4347,C/C(=N\Nc1nc(N2CCCCC2)nc(N2CCCCC2)n1)c1ccccc1,0,5.0,
4348,C/C(=N\Nc1nc(N2CCCCC2)nc(N2CCOCC2)n1)c1ccccc1O,0,0.0,
4349,C/C(=N\Nc1nc(Nc2ccc([N+](=O)[O-])cc2)nc(N2CCCC2)n1)c1ccccc1,0,0.0,
4350,C/C(=N\Nc1nc2c(c(=O)[nH]c(=O)n2C)n1CC(C)C)c1ccc(O)cc1,0,15.0,
4351,C/C(=N\Nc1nc2c(c(=O)[nH]c(=O)n2C)n1CC(C)C)c1ccccc1O,0,15.0,
4352,C/C(=N\Nc1nc2c(c(=O)[nH]c(=O)n2C)n1CC(C)O)c1ccc(O)cc1,0,3.0,
4353,C/C(=N\Nc1nc2c(c(=O)[nH]c(=O)n2C)n1CC(C)O)c1ccc([N+](=O)[O-])cc1,0,0.0,
4354,C/C(=N\Nc1nc2c(c(=O)[nH]c(=O)n2C)n1CC(O)COc1ccccc1)c1ccccc1,0,15.0,
4355,C/C(=N\Nc1nc2c(c(=O)[nH]c(=O)n2C)n1CCC(C)C)c1ccc(Br)cc1,0,6.0,
4356,C/C(=N\Nc1nc2c(c(=O)[nH]c(=O)n2C)n1CCC(C)C)c1ccc(Cl)cc1,0,8.0,
4357,C/C(=N\Nc1nc2c(c(=O)[nH]c(=O)n2C)n1CCC(C)C)c1ccc(O)cc1,0,0.0,
4358,C/C(=N\Nc1nc2c(c(=O)[nH]c(=O)n2C)n1CCc1ccccc1)c1ccc(Cl)cc1,0,0.0,
4359,C/C(=N\Nc1nc2c(c(=O)[nH]c(=O)n2C)n1CCc1ccccc1)c1ccccc1O,0,6.0,
4360,C/C(=N\Nc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccc(C)cc1)c1ccc([N+](=O)[O-])cc1,0,0.0,
4361,C/C(=N\Nc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccccc1)c1ccc([N+](=O)[O-])cc1,0,0.0,
4362,C/C(=N\Nc1nc2c(c(=O)n(C)c(=O)n2C)n1CCc1ccccc1)c1ccc(O)cc1,0,26.0,
4363,C/C(=N\Nc1nc2ccccc2[nH]1)C1CC1,0,0.0,
