,SMILES,False positives,True positives,FP - mvsa,TP - mvsa,Score - mvsa,FP - Catboost_self,TP - Catboost_self,Score - Catboost_self,FP - Catboost_test,TP - Catboost_test,Score - Catboost_test,FP - score,TP - score,Score - score,FP - filter,TP - filter,Score - filter
871,CCCCn1c(O)c(C(=O)/C=C/c2ccc3c(c2)OCO3)c(=O)[nH]c1=O,1.0,0.0,0.0,0.0,88.48276004137959,0.0,0.0,-0.43574315131906804,0.0,0.0,-0.22393930590604075,0.0,0.0,36.0,0.0,1.0,0.0
872,CCCN1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3cc(OC)ccc3OC)C2C1,-0.0,1.0,0.0,1.0,48.29394332216145,0.0,1.0,-0.04949564247538868,0.0,1.0,-0.026309457523832652,1.0,0.0,27.0,1.0,-0.0,1.0
873,CCCNS(=O)(=O)c1ccc(CCC(=O)NCc2ccc3c(c2)OCO3)cc1,1.0,0.0,1.0,0.0,99.91425924130934,1.0,0.0,-0.4384241892266745,1.0,0.0,-0.241615668327966,0.0,0.0,36.0,0.0,1.0,0.0
874,CCCNc1c(F)c(F)c2c(C)c3ccccc3nc2c1F,-0.0,1.0,0.0,0.0,87.50413544672578,0.0,0.0,-0.19341773780226204,0.0,0.0,-0.09574543199150683,0.0,0.0,29.0,0.0,1.0,0.0
875,CCCOc1cccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2c2nnc(C)s2)c1,-0.0,1.0,0.0,0.0,96.16896691265048,0.0,0.0,-0.35845237527797164,0.0,0.0,-0.20128310941894836,0.0,0.0,32.0,0.0,1.0,0.0
876,CCCSc1nnc2nc3c(nn12)c1ccccc1n3C,-0.0,1.0,0.0,0.0,97.57700736133216,0.0,0.0,-0.4333325441063605,0.0,0.0,-0.213538310766385,0.0,0.0,35.0,0.0,1.0,0.0
877,CCCn1c(=N)c(C(=O)NCC2CCCO2)cc2c(=O)n3cccc(C)c3nc21,1.0,0.0,0.0,0.0,93.94495287470114,0.0,0.0,-0.39837295257787014,0.0,0.0,-0.21015772603767383,1.0,0.0,27.0,0.0,1.0,0.0
878,CCCn1c(N)c(N(CCOC)C(=O)Cc2ccc(S(=O)(=O)N3CCOCC3)s2)c(=O)[nH]c1=O,1.0,0.0,0.0,0.0,97.9044669873891,0.0,0.0,-0.42758085829074827,0.0,0.0,-0.23228185591690761,1.0,0.0,26.0,0.0,1.0,0.0
879,CCCn1c(O)c(CN2CCCC(C)C2)c(C)c(C#N)c1=O,-0.0,1.0,0.0,0.0,79.58560040550553,0.0,0.0,-0.28367770767656597,0.0,0.0,-0.15186471405994706,0.0,0.0,34.0,0.0,1.0,0.0
880,CCCn1c(O)c(CN2CCCCC2)c(C)c(C#N)c1=O,1.0,0.0,0.0,0.0,85.13734505109745,0.0,0.0,-0.28176973442690767,0.0,0.0,-0.15257883312861276,0.0,0.0,51.0,0.0,1.0,0.0
881,CCCn1cc2c3c(cccc31)C1CC(C)CN(C)C1C2,-0.0,1.0,0.0,0.0,96.10308303141028,0.0,0.0,-0.21673013384664774,0.0,0.0,-0.1085678651312031,1.0,0.0,27.0,1.0,-0.0,1.0
882,CCCn1nc(C(=O)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)c2ccccc2c1=O,-0.0,1.0,0.0,0.0,98.29764652810641,1.0,0.0,-0.43942352738687024,0.0,0.0,-0.22358743436236508,0.0,0.0,41.0,0.0,1.0,0.0
883,CCCn1nc(C(=O)Nc2ccc3nc(C)sc3c2)c2ccccc2c1=O,1.0,0.0,1.0,0.0,98.58852823068564,0.0,0.0,-0.42543929109166734,0.0,0.0,-0.20464785116546602,0.0,0.0,35.0,0.0,1.0,0.0
884,CCN(CC)C(=O)CSc1nnc2nnc3cc(Cl)ccc3n12,-0.0,1.0,1.0,0.0,99.59183702454314,0.0,0.0,-0.43143651937919536,1.0,0.0,-0.2581556960901472,0.0,0.0,32.0,0.0,1.0,0.0
885,CCN(CC)C(=O)c1ccc2c(c1)C1C(Cl)C(Sc3ccccc3[N+](=O)[O-])CC1C(C(=O)O)N2,1.0,0.0,0.0,0.0,92.20367260325123,0.0,0.0,-0.13605345037226182,0.0,0.0,-0.07794160825027847,0.0,1.0,56.0,0.0,1.0,0.0
886,CCN(CC)C(=O)c1ccc2c(c1)C1C=CCC1C(C(=O)O)N2,-0.0,1.0,0.0,0.0,80.01716863915367,0.0,0.0,-0.11040636764857913,0.0,0.0,-0.06864728790937087,0.0,1.0,56.0,1.0,-0.0,1.0
887,CCN(CC)C(=O)c1sc2nc(-c3cccs3)cc(-c3cccs3)c2c1N,1.0,0.0,0.0,0.0,76.80448071611131,0.0,0.0,-0.33403904279440194,0.0,0.0,-0.1701699457610487,0.0,0.0,33.0,0.0,1.0,0.0
888,CCN(CC)CCCNC(=O)CCC(=O)NNc1nc2ccccc2c2nc(C)nn12,-0.0,1.0,0.0,1.0,64.81262895369606,0.0,1.0,-0.10157711745962664,0.0,0.0,-0.05505905556596475,0.0,0.0,54.0,0.0,1.0,0.0
889,CCN(CC)Cc1cc(O)c(CN(CC)CC)cc1O,-0.0,1.0,0.0,0.0,84.89992178268493,0.0,0.0,-0.43523217668950775,0.0,0.0,-0.2340154683451619,0.0,0.0,39.0,1.0,-0.0,1.0
890,CCN(CC)c1ccc(/C=C(/C#N)c2nc3ccccc3[nH]2)c(OC(C)C)c1,-0.0,1.0,0.0,0.0,93.22946686155719,0.0,0.0,-0.2893226839263347,0.0,0.0,-0.13603819670779405,0.0,0.0,33.0,1.0,-0.0,1.0
891,CCN(CC)c1ccc(/C=C/C(=O)c2ccc(Br)cc2)cc1,1.0,0.0,0.0,0.0,95.53994681730096,0.0,0.0,-0.4309772679760583,0.0,0.0,-0.23038384085018157,0.0,0.0,51.0,1.0,-0.0,1.0
892,CCN(CC)c1ccc(N=Cc2c(O)n(-c3ccc(OC)cc3)c(=O)[nH]c2=O)cc1,-0.0,1.0,0.0,0.0,84.72997251675993,0.0,0.0,-0.260768491316984,0.0,0.0,-0.12609685115474017,0.0,0.0,34.0,1.0,-0.0,1.0
893,CCN(CC)c1ccc(N=Nc2ncn[nH]2)cc1,1.0,0.0,0.0,0.0,83.50302463000882,0.0,1.0,-0.09672596162270668,0.0,1.0,-0.04881497333973761,0.0,0.0,52.0,1.0,-0.0,1.0
894,CCN(CC)c1ccc2cc(C#N)c(=O)oc2c1,1.0,0.0,0.0,0.0,93.3103598827113,0.0,0.0,-0.4186825821953965,0.0,0.0,-0.2222954687249103,0.0,1.0,57.0,0.0,1.0,0.0
895,CCN1/C(=C2/SC(=S)N(NC(C)=O)C2=O)Sc2ccc(OC)cc21,1.0,0.0,0.0,0.0,73.92547519990003,0.0,0.0,-0.27409196955642867,0.0,0.0,-0.1464608745749585,0.0,0.0,46.0,1.0,-0.0,1.0
896,CCN1/C(=C2/SC(=S)N(NC(C)=O)C2=O)Sc2ccccc21,1.0,0.0,0.0,0.0,80.1738395664058,0.0,0.0,-0.3074856744765572,0.0,0.0,-0.15935185438211258,0.0,0.0,46.0,1.0,-0.0,1.0
897,CCN1C(=O)/C(=C/c2c(C)nn(C)c2C)SC1=S,1.0,0.0,0.0,0.0,94.65587568536047,0.0,0.0,-0.38583283520041695,0.0,0.0,-0.17814168198161073,0.0,0.0,30.0,1.0,-0.0,1.0
898,CCN1C(=O)/C(=C2/C=Cc3ccccc3N2C)OC1=S,1.0,0.0,0.0,0.0,80.2440861486998,0.0,0.0,-0.3288817493589166,0.0,0.0,-0.1666466998432039,0.0,0.0,28.0,1.0,-0.0,1.0
899,CCN1C(=O)/C(=C2\SC(=S)N(NC(=O)c3ccccc3O)C2=O)c2ccccc21,-0.0,1.0,0.0,0.0,85.45789558145552,0.0,0.0,-0.3477804160848613,0.0,0.0,-0.18001761980780562,0.0,0.0,40.0,1.0,-0.0,1.0
900,CCN1C/C(=C/c2cccs2)c2nc3ccccc3c(C(=O)O)c2C1,-0.0,1.0,0.0,0.0,93.18849130728576,0.0,0.0,-0.4133517484823935,0.0,0.0,-0.18787166933638838,1.0,0.0,27.0,0.0,1.0,0.0
901,CCN1C=CC2=C(C#N)C(N)C(C#N)(C#N)C(c3ccccc3C(F)(F)F)C2C1,1.0,0.0,0.0,0.0,84.25398449950318,0.0,0.0,-0.43179165260464325,0.0,0.0,-0.23506962014895105,0.0,0.0,32.0,0.0,1.0,0.0
902,CCN1CCN(C(=O)c2ccc3c(=O)n(Cc4ccccc4OC)c(=S)[nH]c3c2)CC1,1.0,0.0,1.0,0.0,99.79102673917309,1.0,0.0,-0.4367485806020114,0.0,0.0,-0.23537359994620735,0.0,0.0,29.0,0.0,1.0,0.0
903,CCN1CCN(Cc2c(O)ccc3c2O/C(=C\c2ccc(C)cc2)C3=O)CC1,-0.0,1.0,0.0,0.0,75.26506255273733,0.0,0.0,-0.12463592584068879,0.0,0.0,-0.06313163814456213,0.0,0.0,29.0,1.0,-0.0,1.0
904,CCN1CCN(Cc2c(O)ccc3c2O/C(=C\c2ccccc2)C3=O)CC1,-0.0,1.0,0.0,0.0,83.74530752764211,0.0,0.0,-0.12597575655820956,0.0,0.0,-0.06348022087304152,0.0,0.0,34.0,1.0,-0.0,1.0
905,CCN1CCc2c(sc(NC(=O)c3ccc4ccccc4c3)c2C(N)=O)C1,1.0,0.0,0.0,1.0,61.14941202395084,0.0,0.0,-0.16998126484744636,0.0,0.0,-0.08275459962302373,0.0,0.0,46.0,0.0,1.0,0.0
906,CCOC(=O)/C(C#N)=C/c1cc2ccccc2nc1N1CCCCC1,-0.0,1.0,0.0,0.0,70.01983092062201,0.0,0.0,-0.21613022872761775,0.0,0.0,-0.10337036997859757,0.0,0.0,39.0,0.0,1.0,0.0
907,CCOC(=O)/C=c1\s/c(=C\c2ccc3cc(OC)ccc3c2)c(=O)n1CC(=O)NCC1CCCO1,1.0,0.0,0.0,0.0,84.10545275279283,0.0,0.0,-0.236164637438835,0.0,0.0,-0.12266296726052368,0.0,0.0,47.0,0.0,1.0,0.0
908,CCOC(=O)C(=O)NCc1ccc(/C=C2\C(=O)C(C(=O)OC)=C(C)N2c2ccc(F)cc2)o1,1.0,0.0,0.0,0.0,80.89553601280616,0.0,0.0,-0.1551511339772852,0.0,0.0,-0.07513108091511099,0.0,0.0,46.0,0.0,1.0,0.0
909,CCOC(=O)C(=O)NCc1ccc(/C=C2\C(=O)C(C(=O)OC)=C(C)N2c2ccccc2)o1,1.0,0.0,0.0,0.0,84.36301135310296,0.0,0.0,-0.15098356608802596,0.0,0.0,-0.07351077710027816,0.0,0.0,31.0,0.0,1.0,0.0
910,CCOC(=O)C(C(=O)OCC)c1cc(Br)c2noc3c2c1C(=O)c1ccccc1-3,1.0,0.0,0.0,0.0,92.01141524541057,0.0,0.0,-0.4206022080659271,1.0,0.0,-0.23759953052896782,0.0,0.0,32.0,1.0,-0.0,1.0
911,CCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1ccc(O)c(OC)c1,1.0,0.0,0.0,0.0,92.86407766753251,0.0,0.0,-0.4127122105264159,1.0,0.0,-0.24333928108438718,0.0,0.0,40.0,0.0,1.0,0.0
912,CCOC(=O)C1=C(O)/C(=C/c2cn(CC(=O)N3CCCC3)c3ccccc23)SC1=Nc1ccccc1,-0.0,1.0,0.0,0.0,83.34098519239231,0.0,0.0,-0.12796053965528653,0.0,1.0,-0.0522585676771263,0.0,0.0,47.0,0.0,1.0,0.0
913,CCOC(=O)C1=C2NC(=O)c3ccccc3N2C(=O)C1,-0.0,1.0,0.0,0.0,95.12500865690541,1.0,0.0,-0.4378666129266273,0.0,0.0,-0.2287647620438563,0.0,0.0,31.0,0.0,1.0,0.0
914,CCOC(=O)C1CCN(C(=O)CCC(=O)NNc2nc3ccccc3c3nc(C)nn23)CC1,-0.0,1.0,0.0,0.0,69.29825964495149,0.0,0.0,-0.19056682439344494,0.0,0.0,-0.09976958103199284,0.0,0.0,48.0,0.0,1.0,0.0
915,CCOC(=O)COn1c(=O)c(-c2cc3ccccc3o2)[n+]([O-])c2ccccc21,-0.0,1.0,0.0,0.0,82.34278479600184,0.0,1.0,-0.09348630862883607,0.0,1.0,-0.048690999833403185,0.0,0.0,37.0,1.0,-0.0,1.0
916,CCOC(=O)Cc1csc(NC(=O)c2sc3nc4cc(C)ccc4cc3c2N)n1,1.0,0.0,0.0,0.0,84.64193488589282,0.0,0.0,-0.37830257316797716,0.0,0.0,-0.19485539118851683,0.0,0.0,50.0,0.0,1.0,0.0
917,CCOC(=O)Cc1nc2ccccc2n(CC#N)c1=O,1.0,0.0,0.0,0.0,98.17591761198747,0.0,0.0,-0.4346623621634931,0.0,0.0,-0.20898196968239158,0.0,0.0,33.0,0.0,1.0,0.0
918,CCOC(=O)Cn1c(=O)c(-c2cc(Br)ccc2N)nc2ccccc21,1.0,0.0,0.0,0.0,98.44948743100653,0.0,0.0,-0.37906357117054607,0.0,0.0,-0.18156051194178863,0.0,0.0,38.0,0.0,1.0,0.0
919,CCOC(=O)N1CCN(/C=C(\C#N)c2nc3ccccc3s2)CC1,1.0,0.0,0.0,0.0,88.54729850818923,0.0,0.0,-0.2126187829041743,0.0,0.0,-0.10098816127056955,0.0,0.0,50.0,0.0,1.0,0.0
920,CCOC(=O)N1CCN(c2nc3ccccc3nc2C(C#N)S(=O)(=O)c2ccc(C)cc2)CC1,1.0,0.0,0.0,0.0,97.69122677119712,0.0,0.0,-0.3517836814636822,0.0,0.0,-0.15612565013239615,0.0,0.0,35.0,0.0,1.0,0.0
921,CCOC(=O)[C@@]1(C#N)C(c2ccc(Cl)c(Cl)c2)[C@H](C(N)=O)N2C=C(C(C)=O)C=C[C@H]21,1.0,0.0,0.0,1.0,61.3954249074056,0.0,0.0,-0.3299315756015196,0.0,0.0,-0.1829659660267421,0.0,1.0,56.0,0.0,1.0,0.0
922,CCOC(=O)[C@]1(C#N)[C@@H]2C=CC(C(C)=O)=CN2[C@@H](C(N)=O)[C@@H]1c1ccsc1,-0.0,1.0,0.0,0.0,74.41868693620872,0.0,0.0,-0.23422261313138518,0.0,0.0,-0.12044709983537374,0.0,0.0,53.0,0.0,1.0,0.0
923,CCOC(=O)c1c(-c2ccccc2)csc1NC(=O)/C(C#N)=C/c1ccc(OC)c(OC)c1,1.0,0.0,0.0,0.0,97.24243705558804,0.0,0.0,-0.3955937872083741,0.0,0.0,-0.19603566694222346,0.0,0.0,43.0,1.0,-0.0,1.0
924,CCOC(=O)c1c(-n2c(C)cc(C=C3C(=O)NC(=O)NC3=O)c2C)sc2c1CCCC2,1.0,0.0,0.0,0.0,90.84476167574051,0.0,0.0,-0.2396868775093742,0.0,0.0,-0.11172361142260574,0.0,0.0,45.0,1.0,-0.0,1.0
925,CCOC(=O)c1c(NC(=O)CC2Nc3ccccc3NC2=O)sc(C)c1C,1.0,0.0,0.0,0.0,97.97950338982537,0.0,0.0,-0.4147940009362713,0.0,0.0,-0.20824263338604712,0.0,0.0,35.0,0.0,1.0,0.0
926,CCOC(=O)c1c2ccc(OCC(=O)N/N=C/c3ccc(C)cc3)cc2n2ccccc12,1.0,0.0,0.0,0.0,96.58793851031126,0.0,0.0,-0.43363155652039614,0.0,0.0,-0.21713021901975396,0.0,0.0,29.0,0.0,1.0,0.0
927,CCOC(=O)c1c[nH]c2nc(C)ccc2c1=O,-0.0,1.0,1.0,0.0,99.72326847851814,0.0,0.0,-0.4339713801175602,0.0,0.0,-0.22180494750335875,0.0,0.0,47.0,0.0,1.0,0.0
928,CCOC(=O)c1cc(-c2ccccc2)sc1NC(=S)Nc1cc(C)ccn1,1.0,0.0,0.0,0.0,95.70465319960024,0.0,0.0,-0.4220172585069384,0.0,0.0,-0.20452846611636383,0.0,1.0,57.0,0.0,1.0,0.0
929,CCOC(=O)c1cc(CC)sc1/N=C/c1c(O)[nH]c(=S)[nH]c1=O,-0.0,1.0,0.0,0.0,96.66406873830167,0.0,0.0,-0.3557498210050797,0.0,0.0,-0.17480555330729053,0.0,0.0,29.0,0.0,1.0,0.0
930,CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(C(C)C)c1=NC(=O)c1ccncc1,1.0,0.0,0.0,0.0,89.06928981222939,0.0,0.0,-0.3881634220875613,0.0,0.0,-0.18596957623142488,0.0,0.0,32.0,0.0,1.0,0.0
931,CCOC(=O)c1ccc(-c2ccc(C=O)o2)cc1,1.0,0.0,1.0,0.0,98.56688844195028,0.0,0.0,-0.4294899475069067,0.0,0.0,-0.22584818979386423,1.0,0.0,27.0,0.0,1.0,0.0
932,CCOC(=O)c1ccc(CC(=O)c2ccc(O)c(O)c2O)o1,-0.0,1.0,0.0,1.0,63.24427012370761,0.0,0.0,-0.266461251375797,0.0,0.0,-0.15664019244095856,1.0,0.0,27.0,1.0,-0.0,1.0
933,CCOC1(OCC)N=C(N)C2(C#N)C(c3ccc(NC(C)=O)cc3)C12C#N,-0.0,1.0,0.0,0.0,89.49278523381668,1.0,0.0,-0.437123718297187,1.0,0.0,-0.2538668532573923,1.0,0.0,27.0,0.0,1.0,0.0
934,CCOCCCNC(=O)CCC(=O)NNc1nc2ccccc2c2nc(C)nn12,-0.0,1.0,0.0,1.0,54.18029681994337,0.0,1.0,-0.06942318049868874,0.0,1.0,-0.03665606557713675,0.0,0.0,39.0,0.0,1.0,0.0
935,CCOCCCNc1nc2nc3ccc(C)cn3c(=O)c2cc1C(=O)NCC1CCCO1,1.0,0.0,0.0,0.0,94.41132679576694,0.0,0.0,-0.1389681791205512,0.0,0.0,-0.07492635835907914,0.0,0.0,34.0,0.0,1.0,0.0
936,CCOCCCn1c(=NC(=O)c2cccs2)c(C#N)cc2c(=O)n3cccc(C)c3nc21,1.0,0.0,0.0,0.0,81.57963359221544,0.0,1.0,-0.09243090053117262,0.0,1.0,-0.04355502402892572,0.0,0.0,37.0,0.0,1.0,0.0
937,CCOc1c(C=C(C#N)C#N)c2ccccc2n1CC,1.0,0.0,0.0,0.0,92.79559744282804,0.0,0.0,-0.42938518869271924,0.0,0.0,-0.21294517640650112,0.0,0.0,39.0,0.0,1.0,0.0
938,CCOc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)ccc1OC(C)C(=O)O,-0.0,1.0,0.0,0.0,95.51839034899977,0.0,0.0,-0.1291346123420024,0.0,0.0,-0.06113823207458752,0.0,0.0,30.0,0.0,1.0,0.0
939,CCOc1cc(/C=C/c2cccc[n+]2C)ccc1OCC(=O)Nc1ccc(C)cc1,1.0,0.0,0.0,0.0,94.32681740253156,0.0,0.0,-0.42969793676791374,0.0,0.0,-0.22871474629107186,0.0,0.0,43.0,0.0,1.0,0.0
940,CCOc1cc(/C=C2\SC(=Nc3ccc(CC)cc3)NC2=O)ccc1OCC(=O)O,-0.0,1.0,0.0,0.0,93.70306388752704,0.0,0.0,-0.3940281117473799,0.0,0.0,-0.20765647987860988,0.0,0.0,44.0,0.0,1.0,0.0
941,CCOc1cc(N2CCOCC2)c(OCC)cc1NC(C)C(=O)N1CCN(CC)CC1,1.0,0.0,1.0,0.0,99.37365638960276,1.0,0.0,-0.4421190258410379,1.0,0.0,-0.23917689781113238,0.0,0.0,28.0,1.0,-0.0,1.0
942,CCOc1cc2c(cc1/C=C(/C#N)c1ccc(C(=O)O)cc1)OCO2,1.0,0.0,0.0,0.0,89.74980623755307,0.0,0.0,-0.422526850325605,0.0,0.0,-0.22387354711606103,0.0,0.0,32.0,0.0,1.0,0.0
943,CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(C3CCS(=O)(=O)C3)C2=O)cc1,1.0,0.0,0.0,0.0,91.38896782847475,0.0,0.0,-0.3318657349865833,0.0,0.0,-0.15525531174557342,0.0,0.0,31.0,1.0,-0.0,1.0
944,CCOc1ccc(/C=c2\sc3nc(-c4ccco4)nn3c2=O)cc1OCC,1.0,0.0,0.0,0.0,96.4673466637016,0.0,0.0,-0.2590505390822625,0.0,0.0,-0.1304197883486809,0.0,0.0,31.0,0.0,1.0,0.0
945,CCOc1ccc(C2OC34CCCCC3C(C#N)(C#N)C2(C#N)C(=N)O4)cc1OC,-0.0,1.0,0.0,0.0,86.93754381604558,0.0,0.0,-0.3553181480346836,0.0,0.0,-0.21772164045727876,0.0,0.0,29.0,1.0,-0.0,1.0
946,CCOc1ccc(N/C(=C(/C(Cl)=C(Cl)Cl)[N+](=O)[O-])n2cncn2)cc1,-0.0,1.0,0.0,0.0,83.9701317861153,0.0,0.0,-0.3786599531241956,0.0,0.0,-0.19700662713466632,0.0,0.0,49.0,0.0,1.0,0.0
947,CCOc1ccc(N2C(=O)S/C(=C\c3cccn3C)C2=O)cc1,1.0,0.0,0.0,0.0,96.49898713515556,0.0,0.0,-0.4197365780383098,0.0,0.0,-0.20677752872497018,0.0,0.0,30.0,0.0,1.0,0.0
948,CCOc1ccc(N=Nc2c(=O)[nH]n3c(=O)cc(C)[nH]c23)cc1,1.0,0.0,0.0,0.0,81.84517355211929,0.0,0.0,-0.21069357405577505,0.0,0.0,-0.1162460270552936,0.0,0.0,51.0,1.0,-0.0,1.0
949,CCOc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1,1.0,0.0,0.0,0.0,86.48395904632036,0.0,0.0,-0.1799316397075795,0.0,0.0,-0.10594674659651487,0.0,0.0,51.0,1.0,-0.0,1.0
950,CCOc1ccc(S(=O)(=O)Nc2cc(Sc3ncn[nH]3)c3oc(=O)sc3c2)cc1,-0.0,1.0,0.0,0.0,82.34117879743027,0.0,0.0,-0.3834705260744262,0.0,0.0,-0.19143218049589572,0.0,0.0,34.0,1.0,-0.0,1.0
951,CCOc1ccc2c(c1)/C(=C(\C(Cl)=C(Cl)Cl)[N+](=O)[O-])N2,-0.0,1.0,0.0,0.0,84.05018863629968,0.0,0.0,-0.17580002238424838,0.0,0.0,-0.09400384908571834,0.0,0.0,44.0,0.0,1.0,0.0
952,CCOc1ccc2nc3cc(NCc4ccc(OC)cc4)ccc3c(N)c2c1,-0.0,1.0,0.0,0.0,92.57927425637226,0.0,0.0,-0.27669854888378176,0.0,0.0,-0.1523222304242839,0.0,0.0,33.0,1.0,-0.0,1.0
953,CCOc1cccc(=O)c2c(C)n(-c3ccc(C(=O)O)cc3)c(C)c12,-0.0,1.0,0.0,0.0,97.09411343439515,1.0,0.0,-0.44479547091384886,1.0,0.0,-0.2457377167398791,0.0,0.0,36.0,0.0,1.0,0.0
954,CCOn1c(=O)c(-c2cc3ccccc3o2)[n+]([O-])c2ccccc21,1.0,0.0,0.0,0.0,74.34244328913347,0.0,0.0,-0.1611833505978666,0.0,0.0,-0.08552278863157543,0.0,0.0,43.0,1.0,-0.0,1.0
955,CCSC1=N/C(=C\c2ccccc2)C(=O)N1,1.0,0.0,1.0,0.0,99.0743199705402,1.0,0.0,-0.4381989940875658,0.0,0.0,-0.21233153915552014,0.0,0.0,40.0,0.0,1.0,0.0
956,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,1.0,0.0,0.0,0.0,93.39464463755964,0.0,0.0,-0.11964074444825014,0.0,0.0,-0.06398408331284203,0.0,0.0,35.0,1.0,-0.0,1.0
957,CC[n+]1c(/C=C/c2ccc(N(C)C)cc2)ccc2ccccc21,1.0,0.0,0.0,0.0,68.26261034695601,0.0,0.0,-0.38604294622375385,0.0,0.0,-0.20327347174982427,1.0,0.0,27.0,1.0,-0.0,1.0
958,CCc1c(C(=O)NNC(=S)Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)csc1C,-0.0,1.0,0.0,0.0,86.78346159258642,1.0,0.0,-0.4412545125992232,1.0,0.0,-0.2402058150715588,0.0,0.0,48.0,1.0,-0.0,1.0
959,CCc1c(C)nc(SCC(=O)NNC(=O)c2ccco2)[nH]c1=O,-0.0,1.0,0.0,0.0,93.78693253563156,1.0,0.0,-0.4368015492515731,0.0,0.0,-0.22632380029754645,0.0,0.0,37.0,0.0,1.0,0.0
960,CCc1c(C)nc(SCC(=O)c2cccs2)c(C#N)c1C,1.0,0.0,1.0,0.0,99.54080400165641,0.0,0.0,-0.4307115340777515,0.0,0.0,-0.22810852508391882,0.0,0.0,34.0,0.0,1.0,0.0
961,CCc1cc(C(=O)Nc2ccc(OC)nc2)sc1C,-0.0,1.0,1.0,0.0,99.29186005688022,1.0,0.0,-0.4390149688118328,0.0,0.0,-0.2345596207765623,0.0,1.0,58.0,0.0,1.0,0.0
962,CCc1cc[n+](-c2nc([O-])sc2C=O)cc1,-0.0,1.0,0.0,0.0,96.89771212931483,0.0,0.0,-0.4154698508092497,0.0,0.0,-0.21387487844477002,0.0,0.0,50.0,0.0,1.0,0.0
963,CCc1ccc(/C=C2\Oc3c(ccc(O)c3CN3CCN(CCO)CC3)C2=O)cc1,-0.0,1.0,0.0,0.0,82.62488060226906,0.0,0.0,-0.1191617513367179,0.0,0.0,-0.05972769156479837,0.0,0.0,30.0,1.0,-0.0,1.0
964,CCc1ccc(C(=O)NNC(=O)c2ccc(=O)n(C)n2)cc1,-0.0,1.0,0.0,0.0,98.35454223250888,0.0,0.0,-0.43398228283918294,1.0,0.0,-0.2532592978081751,0.0,0.0,30.0,0.0,1.0,0.0
965,CCc1ccc(NC(=O)/C(C#N)=C/c2cc3ccc(C)cc3nc2N2CCOCC2)cc1,-0.0,1.0,0.0,0.0,85.18312987059846,0.0,0.0,-0.36227819981401244,0.0,0.0,-0.17312905751770302,0.0,0.0,41.0,0.0,1.0,0.0
966,CCc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1,-0.0,1.0,0.0,0.0,77.67963346271475,0.0,0.0,-0.19235191225070253,0.0,0.0,-0.11302734953825726,0.0,0.0,52.0,1.0,-0.0,1.0
967,CCn1c(/C=C/c2ccc([N+](=O)[O-])o2)nc2ccccc2c1=O,1.0,0.0,0.0,0.0,93.7382727410563,0.0,0.0,-0.40927805074169843,0.0,0.0,-0.21239493878726304,0.0,0.0,34.0,0.0,1.0,0.0
968,CCn1c(=N)c(S(=O)(=O)c2ccc(F)cc2)cc2c(=O)n3ccccc3nc21,1.0,0.0,0.0,0.0,87.46176077464969,0.0,0.0,-0.35947477884792955,0.0,0.0,-0.19421854168467406,0.0,0.0,29.0,0.0,1.0,0.0
969,CCn1c(C)cc(=S)c2ccccc21,1.0,0.0,1.0,0.0,98.74653840780559,0.0,0.0,-0.4348668642810981,0.0,0.0,-0.2265573653420337,0.0,0.0,52.0,0.0,1.0,0.0
970,CCn1c(C)nc2cc(N)ccc21,-0.0,1.0,0.0,0.0,80.56801308152247,0.0,0.0,-0.41473264536529786,0.0,0.0,-0.20944259086168812,0.0,0.0,51.0,0.0,1.0,0.0
971,CCn1c2ccccc2c(=O)c2ccccc21,1.0,0.0,0.0,0.0,95.23562706041596,1.0,0.0,-0.43908989840369356,0.0,0.0,-0.22205243394813523,0.0,0.0,28.0,0.0,1.0,0.0
972,CCn1cc(C=C2C(=O)NC(=O)NC2=O)c2ccccc21,1.0,0.0,0.0,0.0,75.68072304041428,0.0,0.0,-0.12915797949185384,0.0,1.0,-0.04821292202863389,0.0,0.0,46.0,1.0,-0.0,1.0
973,CN(C)C1=NC(=O)/C(=C/c2ccc(-c3ccc(S(N)(=O)=O)cc3)o2)S1,1.0,0.0,0.0,0.0,84.72511236768467,0.0,1.0,-0.038239504535769055,0.0,1.0,-0.01784420627446297,0.0,0.0,29.0,1.0,-0.0,1.0
974,CN(C)Cc1cc(O)c(CN(C)C)cc1O,-0.0,1.0,0.0,0.0,85.77561643188139,0.0,0.0,-0.43573553878893384,1.0,0.0,-0.24666702144157782,0.0,0.0,35.0,1.0,-0.0,1.0
